judul,jawaban,kategori,program,tags
Syarat usia peserta,Usia maksimal 25 tahun saat pendaftaran dibuka.,pendaftaran,Animasi,syarat,umur
Biaya pendaftaran,Pendaftaran gratis tanpa biaya apapun.,biaya,"Game,Desain,Animasi",biaya
